,chr,start,stop,gene
0,4,147560243,147562011,POU4F2
0,4,147628260,147628391,NM_001300761
0,4,147628260,147628391,TTC29
0,4,147628587,147628754,NM_001300761
0,4,147628587,147628754,TTC29
0,4,147724559,147724888,NM_001300761
0,4,147724559,147724888,TTC29
0,4,147741227,147741451,NM_001300761
0,4,147741227,147752997,TTC29
0,4,147754908,147755100,NM_001300761
0,4,147754908,147755100,TTC29
0,4,147788600,147788786,NM_001300761
0,4,147788600,147788786,TTC29
0,4,147795818,147796131,NM_001300761
0,4,147795818,147796131,TTC29
0,4,147824646,147824932,NM_001300761
0,4,147824646,147824932,TTC29
0,4,147830128,147830452,NM_001300761
0,4,147830128,147830452,TTC29
0,4,147858696,147858880,NM_001300761
0,4,147858696,147858880,TTC29
0,4,147860906,147861104,NM_001300761
0,4,147860906,147861104,TTC29
0,4,147863686,147863858,NM_001300761
0,4,147863686,147863858,TTC29
0,4,148406784,148463821,EDNRA
0,4,148539058,148555636,TMEM184C
0,4,148559633,148559949,PRMT10
0,4,148559633,148559949,PRMT9
0,4,148560061,148560284,PRMT10
0,4,148560061,148560284,PRMT9
0,4,148563888,148564142,PRMT10
0,4,148563888,148564142,PRMT9
0,4,148574953,148575768,PRMT10
0,4,148574953,148575768,PRMT9
0,4,148578893,148579177,PRMT10
0,4,148578893,148579177,PRMT9
0,4,148581947,148582240,PRMT10
0,4,148581947,148582240,PRMT9
0,4,148589640,148589847,PRMT10
0,4,148589640,148589847,PRMT9
0,4,148591742,148591945,PRMT10
0,4,148591742,148591945,PRMT9
0,4,148592968,148593075,TMEM184C
0,4,148594060,148594328,PRMT10
0,4,148594060,148594328,PRMT9
0,4,148594739,148595076,PRMT10
0,4,148594739,148595076,PRMT9
0,4,148601424,148601673,PRMT10
0,4,148601424,148601673,PRMT9
0,4,148604900,148605189,PRMT10
0,4,148604900,148605189,PRMT9
0,4,148653403,148993283,ARHGAP10
0,4,149002445,149358063,NR3C2
0,4,151000130,151177450,DCLK2
0,4,151186824,151412238,LRBA
0,4,151504132,151505312,MAB21L2
0,4,151509150,151935845,LRBA
0,4,152020755,152025796,RPS3A
0,4,152043193,152096566,SH3D19
0,4,152198275,152212656,PRSS48
0,4,152487362,152583957,FAM160A1
0,4,152592276,152682185,PET112
0,4,153243983,153333006,FBXW7
0,4,153549648,153601136,TMEM154
0,4,153690568,153692207,TIGD4
0,4,153750736,153831422,ARFIP1
0,4,153864160,153897926,FHDC1
0,4,154125633,154256169,TRIM2
0,4,154265840,154336060,MND1
0,4,154387500,154557779,KIAA0922
0,4,154624010,154626465,TLR2
0,4,154631471,154681065,RNF175
0,4,154702553,154710038,SFRP2
0,4,155155638,155412558,DCHS2
0,4,155457746,155471511,PLRG1
0,4,155484121,155491853,FGB
0,4,155505226,155511890,FGA
0,4,155525442,155533812,FGG
0,4,155665429,155670339,LRAT
0,4,155717855,155749270,RBM46
0,4,156135042,156136288,NPY2R
0,4,156268885,156297053,MAP9
0,4,156617970,156651434,GUCY1A3
0,4,156680243,156727612,GUCY1B3
0,4,156750958,156787429,ASIC5
0,4,156824861,156841193,TDO2
0,4,156847138,156875050,CTSO
0,4,157555825,157563525,RP11-171N4.2
0,4,157684192,157892106,PDGFC
0,4,157999127,158091931,GLRB
0,4,158142145,158284247,GRIA2
0,4,159048509,159092578,FAM198B
0,4,159133770,159174730,TMEM144
0,4,159443079,159573258,RXFP1
0,4,159590715,159593004,C4orf46
0,4,159593559,159629730,ETFDH
0,4,159630838,159644491,PPID
0,4,159690315,159812849,FNIP2
0,4,159814805,159814920,C4orf45
0,4,159816852,159825747,FNIP2
0,4,159836272,159956299,C4orf45
0,4,160025280,160279342,RAPGEF2
0,4,162306849,163032599,FSTL5
0,4,164031378,164087930,NAF1
0,4,164246405,164247757,NPY1R
0,4,164271376,164272814,NPY5R
0,4,164392956,164394937,TKTL2
0,4,164415544,164441251,TMA16
0,4,164449850,164775334,MARCH1
0,4,165118109,165118914,ANP32C
0,4,165798434,165800211,NM_001297550
0,4,165876094,165876299,TRIM61
0,4,165878125,165878699,FAM218A
0,4,165890580,165891205,TRIM61
0,4,165961175,165962691,TRIM60
0,4,166000760,166103759,TMEM192
0,4,166128979,166243263,KLHL2
0,4,166254473,166263149,MSMO1
0,4,166300324,166418813,CPE
0,4,166795007,167022079,TLL1
0,4,167656022,168155375,SPOCK3
0,4,169013802,169108636,ANXA10
0,4,169138034,169232461,DDX60
0,4,169279248,169393901,DDX60L
0,4,169432606,169847587,PALLD
0,4,169911251,169931291,CBR4
0,4,170017620,170190414,SH3RF1
0,4,170315611,170523832,NEK1
0,4,170557030,170641267,CLCN3
0,4,170650679,170679079,C4orf27
0,4,170912479,170927079,MFAP3L
0,4,170982029,171010892,AADAT
0,4,172735682,173961302,GALNTL6
0,4,174089937,174242919,GALNT7
0,4,174253181,174254851,HMGB2
0,4,174292284,174298529,SAP30
0,4,174309442,174312616,SCRG1
0,4,174448378,174450491,HAND2
0,4,175158513,175184294,FBXO8
0,4,175220223,175252797,CEP44
0,4,175413057,175443653,HPGD
0,4,175564887,175750013,GLRA3
0,4,175896627,175899190,ADAM29
0,4,176556006,176923792,GPM6A
0,4,177017621,177100781,WDR17
0,4,177105881,177116764,SPATA4
0,4,177136701,177190310,ASB5
0,4,177241178,177249532,SPCS3
0,4,177605027,177713516,VEGFC
0,4,178163759,178169483,RP11-487E13.1
0,4,178231058,178283676,NEIL3
0,4,178352812,178363580,AGA
0,4,178881954,178911713,LINC01098
0,4,183245124,183721555,TENM3
0,4,183812502,183838517,DCTD
0,4,184020595,184236933,WWC2
0,4,184240659,184241422,CLDN22
0,4,184242867,184243630,CLDN24
0,4,184365901,184368631,CDKN2AIP
0,4,184426299,184432156,ING2
0,4,184562539,184580156,RWDD4
0,4,184584971,184633848,TRAPPC11
0,4,184827894,184938488,STOX2
0,4,185012280,185139023,ENPP6
0,4,185309862,185350269,IRF2
0,4,185550376,185559658,CASP3
0,4,185578245,185578525,NM_001300768
0,4,185578245,185578525,PRIMPOL
0,4,185580444,185580642,NM_001300768
0,4,185580444,185580642,PRIMPOL
0,4,185582878,185583108,NM_001300768
0,4,185582878,185583108,NM_001300767
0,4,185582878,185583108,PRIMPOL
0,4,185587021,185587269,NM_001300768
0,4,185587021,185587269,NM_001300767
0,4,185587021,185587269,PRIMPOL
0,4,185593277,185593665,NM_001300768
0,4,185593277,185593665,NM_001300767
0,4,185593277,185593665,PRIMPOL
0,4,185599336,185599599,NM_001300768
0,4,185599336,185599599,NM_001300767
0,4,185599336,185599599,PRIMPOL
0,4,185603352,185603541,NM_001300768
0,4,185603352,185603541,NM_001300767
0,4,185603352,185603541,PRIMPOL
0,4,185606513,185606889,NM_001300768
0,4,185606513,185606889,NM_001300767
0,4,185606513,185606889,PRIMPOL
0,4,185612603,185612917,NM_001300768
0,4,185612603,185612917,NM_001300767
0,4,185612603,185612917,PRIMPOL
0,4,185615626,185615984,NM_001300768
0,4,185615626,185615984,NM_001300767
0,4,185615626,185615984,PRIMPOL
0,4,185616392,185655267,CENPU
0,4,185678229,185724719,ACSL1
0,4,185734900,185742303,RP11-701P16.2
0,4,185940033,185940292,HELT
0,4,185940033,185940292,NM_001300782
0,4,185940033,185940292,NM_001300781
0,4,185940491,185940696,NM_001300782
0,4,185940491,185940696,HELT
0,4,185940491,185940696,NM_001300781
0,4,185940728,185941048,HELT
0,4,185940728,185941048,NM_001300782
0,4,185940728,185941048,NM_001300781
0,4,185941377,185941977,HELT
0,4,185941377,185941977,NM_001300782
0,4,185941377,185941977,NM_001300781
0,4,186064477,186068176,SLC25A4
0,4,186083902,186112401,KIAA1430
0,4,186168461,186284670,SNX25
0,4,186288284,186299391,LRP2BP
0,4,186318028,186321222,ANKRD37
0,4,186321496,186347073,UFSP2
0,4,186350516,186366335,C4orf47
0,4,186366606,186366747,CCDC110
0,4,186370700,186370849,C4orf47
0,4,186378300,186392254,CCDC110
0,4,186392646,186392965,RP11-279O9.4
0,4,186392646,186392965,CCDC110
0,4,186393219,186393442,RP11-279O9.4
0,4,186423398,186456639,PDLIM3
0,4,186508731,186611776,SORBS2
0,4,186997724,187006078,TLR3
0,4,187026181,187093251,FAM149A
0,4,187111863,187112677,AC110771.1
0,4,187112928,187130477,CYP4V2
0,4,187129969,187130477,KLKB1
0,4,187131573,187131846,CYP4V2
0,4,187149300,187179417,KLKB1
0,4,187188241,187209819,F11
0,4,187348054,187348303,RP11-215A19.2
0,4,187454793,187476570,MTNR1A
0,4,187476286,187476570,RP11-215A19.2
0,4,187509696,187631032,FAT1
0,4,188923912,188924945,ZFP42
0,4,189012477,189026573,TRIML2
0,4,189060663,189068577,TRIML1
0,4,190862115,190884335,FRG1
0,4,190946666,190948410,FRG2
0,4,190992154,190993871,DUX4L7
0,4,190995447,190997164,DUX4L6
0,4,190998740,191000457,DUX4L5
0,4,191002040,191003742,DUX4L4
0,4,191005334,191007051,DUX4
0,4,191008627,191010344,DUX4L3
0,5,191011927,191013644,DUX4L2
0,5,140373,182489,PLEKHG4B
0,5,191604,195519,LRRC14B
0,5,205362,217015,CCDC127
0,5,218421,218584,NM_001294332
0,5,218421,220503,SDHA
0,5,223547,223734,NM_001294332
0,5,223547,223734,SDHA
0,5,224425,224687,NM_001294332
0,5,224425,225728,SDHA
0,5,225948,226213,NM_001294332
0,5,225948,226213,SDHA
0,5,228250,228499,NM_001294332
0,5,228250,228499,SDHA
0,5,230941,231166,NM_001294332
0,5,230941,231166,SDHA
0,5,233542,233811,NM_001294332
0,5,233542,233811,SDHA
0,5,235209,235505,NM_001294332
0,5,235209,235505,SDHA
0,5,236493,236765,NM_001294332
0,5,236493,236765,SDHA
0,5,240423,240642,NM_001294332
0,5,240423,240642,SDHA
0,5,251057,251269,NM_001294332
0,5,251057,251269,SDHA
0,5,251402,251634,NM_001294332
0,5,251402,251634,SDHA
0,5,254423,254672,NM_001294332
0,5,254423,254672,SDHA
0,5,256399,256586,NM_001294332
0,5,256399,256586,SDHA
0,5,271786,304387,PDCD6
0,5,304242,304387,AHRR
0,5,306667,344130,PDCD6
0,5,343958,435000,AHRR
0,5,442528,442988,C5orf55
0,5,446271,467064,EXOC3
0,5,471858,473101,CTD-2228K2.5
0,5,473444,524488,SLC9A3
0,5,612427,653319,CEP72
0,5,665167,666289,TPPP
0,5,667709,668890,AC026740.1
0,5,677815,678226,TPPP
0,5,716873,767118,ZDHHC11B
0,5,801172,850768,ZDHHC11
0,5,864533,892823,BRD9
0,5,893064,917269,TRIP13
0,5,979535,981337,RP11-661C8.3
0,5,1009123,1038772,NKD2
0,5,1052425,1112157,SLC12A7
0,5,1201716,1222070,SLC6A19
0,5,1225543,1246244,SLC6A18
0,5,1253793,1295155,TERT
0,5,1318434,1345007,CLPTM1L
0,5,1394800,1443363,SLC6A3
0,5,1463716,1524010,LPCAT1
0,5,1798688,1799100,MRPL36
0,5,1801482,1816081,NDUFS6
0,5,1878033,1882812,IRX4
0,5,2747628,2751578,IRX2
0,5,2752329,2752629,C5orf38
0,5,2752329,2752629,NM_001294337
0,5,2752686,2755541,C5orf38
0,5,2755093,2755541,NM_001294337
0,5,3596170,3601205,IRX1
0,5,5140531,5319302,ADAMTS16
0,5,5422979,5489494,KIAA0947
0,5,6372566,6378647,MED10
0,5,6448957,6491513,UBE2QL1
0,5,6599989,6633143,NSUN2
0,5,6633614,6668432,SRD5A1
0,5,6737607,6755109,PAPD7
0,5,7396360,7827035,ADCY2
0,5,7831913,7851185,C5orf49
0,5,7859498,7868247,FASTKD3
0,5,7869197,7900222,MTRR
0,5,9042959,9380109,SEMA5A
0,5,9629195,9630195,TAS2R1
0,5,10227503,10250036,FAM173B
0,5,10250066,10264946,CCT5
0,5,10280515,10290925,CMBL
0,5,10353961,10433847,MARCH6
0,5,10442230,10465110,ROPN1L
0,5,10505540,10509347,RP11-1C1.5
0,5,10564530,10650276,ANKRD33B
0,5,10680769,10761231,DAP
0,5,10973515,11904016,CTNND2
0,5,13692043,13944598,DNAH5
0,5,14143785,14531934,TRIO
0,5,14581954,14610474,FAM105A
0,5,14664885,14665137,OTULIN
0,5,14664885,14665137,FAM105B
0,5,14673701,14673878,OTULIN
0,5,14673701,14673878,FAM105B
0,5,14678740,14678935,OTULIN
0,5,14678740,14678935,FAM105B
0,5,14681523,14681784,OTULIN
0,5,14681523,14681784,FAM105B
0,5,14687580,14687806,OTULIN
0,5,14687580,14687806,FAM105B
0,5,14690098,14690468,OTULIN
0,5,14690098,14690468,FAM105B
0,5,14692913,14693208,OTULIN
0,5,14692913,14693208,FAM105B
0,5,14711256,14871607,ANKH
0,5,15500736,15937346,FBXL7
0,5,16067530,16179735,MARCH11
0,5,16451716,16465825,ZNF622
0,5,16474800,16617131,FAM134B
0,5,16666751,16935968,MYO10
0,5,17275276,17276060,BASP1
0,5,19473285,19839146,CDH18
0,5,21751796,22078836,CDH12
0,5,23509093,23527933,PRDM9
0,5,23951623,23980146,C5orf17
0,5,24487722,24593650,CDH10
0,5,26881195,26988491,CDH9
0,5,31267531,31323466,CDH6
0,5,31401489,31529217,DROSHA
0,5,31532450,31553060,C5orf22
0,5,31799306,32108292,PDZD2
0,5,32126268,32174191,GOLPH3
0,5,32229834,32230504,NM_001294344
0,5,32229834,32230504,NM_001294343
0,5,32229834,32234091,MTMR12
0,5,32235018,32235286,NM_001294343
0,5,32235018,32235286,MTMR12
0,5,32239057,32239330,NM_001294344
0,5,32239057,32239330,NM_001294343
0,5,32239057,32239330,MTMR12
0,5,32242113,32242284,NM_001294344
0,5,32242113,32242284,NM_001294343
0,5,32242113,32242284,MTMR12
0,5,32243577,32243756,NM_001294344
0,5,32243577,32243756,NM_001294343
0,5,32243577,32243756,MTMR12
0,5,32248058,32248283,NM_001294344
0,5,32248058,32248283,NM_001294343
0,5,32248058,32248283,MTMR12
0,5,32248828,32249035,NM_001294344
0,5,32248828,32249035,NM_001294343
0,5,32248828,32249035,MTMR12
0,5,32255749,32255925,NM_001294344
0,5,32255749,32255925,NM_001294343
0,5,32255749,32255925,MTMR12
0,5,32263169,32263399,NM_001294344
0,5,32263169,32263399,NM_001294343
0,5,32263169,32263399,MTMR12
0,5,32268757,32268951,NM_001294344
0,5,32268757,32268951,NM_001294343
0,5,32268757,32268951,MTMR12
0,5,32270873,32271104,NM_001294344
0,5,32270873,32271104,NM_001294343
0,5,32270873,32271104,MTMR12
0,5,32271889,32272062,NM_001294344
0,5,32271889,32272062,NM_001294343
0,5,32271889,32272062,MTMR12
0,5,32274036,32274279,NM_001294344
0,5,32274036,32274279,NM_001294343
0,5,32274036,32274279,MTMR12
0,5,32276738,32276899,NM_001294344
0,5,32276738,32276899,NM_001294343
0,5,32276738,32296627,MTMR12
0,5,32312814,32312995,NM_001294344
0,5,32312814,32312995,NM_001294343
0,5,32312814,32312995,MTMR12
0,5,32355816,32444815,ZFR
0,5,32588569,32601241,SUB1
0,5,32689143,32786502,NPR3
0,5,32789458,32789924,AC026703.1
0,5,33441143,33467864,TARS
0,5,33527243,33892012,ADAMTS12
0,5,33936796,33938306,RXFP3
0,5,33944703,33951833,SLC45A2
0,5,33951544,33951833,NM_001297417
0,5,33954416,33954660,SLC45A2
0,5,33954416,33954660,NM_001297417
0,5,33963746,33982568,SLC45A2
0,5,33982291,33982568,NM_001297417
0,5,33984254,33984739,SLC45A2
0,5,33984254,33984739,NM_001297417
0,5,33988363,33997674,AMACR
0,5,33998696,33998983,RP11-1084J3.4
0,5,33998696,34004890,AMACR
0,5,34005811,34006055,RP11-1084J3.4
0,5,34005811,34008175,AMACR
0,5,34020638,34020898,C1QTNF3
0,5,34020638,34020898,RP11-1084J3.4
0,5,34023964,34024164,C1QTNF3
0,5,34023964,34024164,RP11-1084J3.4
0,5,34028809,34029039,C1QTNF3
0,5,34028809,34029039,RP11-1084J3.4
0,5,34033359,34033614,C1QTNF3
0,5,34033359,34033614,RP11-1084J3.4
0,5,34035702,34035914,C1QTNF3
0,5,34035702,34035914,RP11-1084J3.4
0,5,34042878,34043281,C1QTNF3
0,5,34124473,34124609,RP11-1084J3.4
0,5,34686975,34830921,RAI14
0,5,34840727,34896934,TTC23L
0,5,34908820,34915048,RAD1
0,5,34915794,34925651,BRIX1
0,5,34929875,34954870,DNAJC21
0,5,34998774,35048048,AGXT2
0,5,35049205,35049564,PRLR
0,5,35050962,35051249,AC010368.2
0,5,35065141,35089773,PRLR
0,5,35618050,35814706,SPEF2
0,5,35857030,35876639,IL7R
0,5,35904597,35921273,CAPSL
0,5,35954254,35991393,UGT3A1
0,5,36035750,36066942,UGT3A2
0,5,36104098,36143502,LMBRD2
0,5,36152315,36184164,SKP2
0,5,36195196,36241951,NADK2
0,5,36249706,36301569,RANBP3L
0,5,36608476,36686422,SLC1A3
0,5,36953749,37065045,NIPBL
0,5,37107654,37247851,C5orf42
0,5,37291952,37371130,NUP155
0,5,37379420,37752726,WDR70
0,5,37815703,37835811,GDNF
0,5,37875409,37875827,GDNF-AS1
0,5,38258807,38464139,EGFLAM
0,5,38481647,38530800,LIFR
0,5,38869097,38933597,OSMR
0,5,38942356,38943124,RICTOR
0,5,38944253,38944386,OSMR
0,5,38944498,39074530,RICTOR
0,5,39105609,39105916,AC008964.1
0,5,39107495,39270724,FYB
0,5,39285251,39364617,C9
0,5,39375071,39394473,DAB2
0,5,40681046,40692531,PTGER4
0,5,40716197,40747171,TTC33
0,5,40762830,40798342,PRKAA1
0,5,40832540,40835338,RPL37
0,5,40841435,40860242,CARD6
0,5,40909663,40981726,C7
0,5,40998104,41071005,MROH2B
0,5,41142877,41203383,C6
0,5,41313669,41510679,PLCXD3
0,5,41731781,41870511,OXCT1
0,5,41904420,41917452,C5orf51
0,5,41925362,41925651,NM_001297437
0,5,41925362,41925651,FBXO4
0,5,41927065,41927401,NM_001297437
0,5,41927065,41928710,FBXO4
0,5,41929749,41930070,NM_001297437
0,5,41929749,41930070,FBXO4
0,5,41933998,41934174,NM_001297437
0,5,41933998,41934174,FBXO4
0,5,41934185,41934487,NM_001297437
0,5,41934185,41939769,FBXO4
0,5,41941244,41941434,NM_001297437
0,5,41941244,41941434,FBXO4
0,5,42424641,42719577,GHR
0,5,42759174,42799934,CCDC152
0,5,42800772,42810920,SEPP1
0,5,43039517,43040199,ANXA2R
0,5,43119975,43122330,ZNF131
0,5,43122091,43122330,NM_001297548
0,5,43123261,43123463,ZNF131
0,5,43123261,43123463,NM_001297548
0,5,43139217,43139462,ZNF131
0,5,43139217,43139462,NM_001297548
0,5,43161301,43162084,ZNF131
0,5,43161301,43162084,NM_001297548
0,5,43167982,43173601,ZNF131
0,5,43173370,43173601,NM_001297548
0,5,43174499,43175286,ZNF131
0,5,43174499,43175286,NM_001297548
0,5,43175508,43175643,ZNF131
0,5,43245828,43280882,NIM1K
0,5,43291183,43299118,HMGCS1
0,5,43381912,43412469,CCL28
0,5,43446274,43480048,C5orf28
0,5,43486967,43509492,C5orf34
0,5,43527428,43556999,PAIP1
0,5,43609248,43704557,NNT
0,5,44305047,44388835,FGF10
0,5,44809015,44815355,MRPS30
0,5,45261973,45696246,HCN1
0,5,49695057,49737036,EMB
0,5,49962880,50137953,PARP8
0,5,50679456,50689495,ISL1
0,5,51307362,51376747,CTD-2203A3.1
0,5,52084138,52084299,ITGA1
0,5,52096179,52097725,PELO
0,5,52145149,52248332,ITGA1
0,5,52285249,52386480,ITGA2
0,5,52394382,52405868,MOCS2
0,5,52776572,52781914,FST
0,5,52856443,52979102,NDUFS4
0,5,53182341,53606360,ARL15
0,5,53751570,53752123,HSPB3
0,5,53813733,53839313,SNX18
0,5,54252097,54253677,RP11-45H22.3
0,5,54275110,54281396,ESM1
0,5,54320101,54329805,GZMK
0,5,54398461,54406061,GZMA
0,5,54409996,54442735,CDC20B
0,5,54455971,54460097,GPX8
0,5,54468366,54468879,CDC20B
0,5,54516144,54523017,MCIDAS
0,5,54527153,54529402,CCNO
0,5,54552266,54603452,DHX29
0,5,54603792,54720651,SKIV2L2
0,5,54720984,54830508,PPAP2A
0,5,54922272,54993837,SLC38A9
0,5,55034742,55112419,DDX4
0,5,55147349,55147512,NM_001297570
0,5,55147349,55149446,IL31RA
0,5,55155287,55155478,NM_001297570
0,5,55155287,55155478,IL31RA
0,5,55164569,55164787,NM_001297570
0,5,55164569,55164787,IL31RA
0,5,55168048,55168330,NM_001297570
0,5,55168048,55168330,IL31RA
0,5,55168048,55168330,NM_001297572
0,5,55178822,55179074,NM_001297570
0,5,55178822,55179074,NM_001297572
0,5,55178822,55179074,IL31RA
0,5,55185748,55186014,NM_001297570
0,5,55185748,55186014,NM_001297572
0,5,55185748,55186014,IL31RA
0,5,55192128,55192308,NM_001297570
0,5,55192128,55192308,NM_001297572
0,5,55192128,55192308,IL31RA
0,5,55195694,55196011,NM_001297570
0,5,55195694,55196011,NM_001297572
0,5,55195694,55196011,IL31RA
0,5,55201884,55202167,NM_001297570
0,5,55201884,55202167,NM_001297572
0,5,55201884,55202167,IL31RA
0,5,55203137,55203339,NM_001297570
0,5,55203137,55203339,NM_001297572
0,5,55203137,55203339,IL31RA
0,5,55204043,55204538,NM_001297570
0,5,55204043,55204538,IL31RA
0,5,55204043,55204538,NM_001297572
0,5,55206310,55218311,IL31RA
0,5,55224418,55224620,AC008914.1
0,5,55236860,55272157,IL6ST
0,5,55395960,55528791,ANKRD55
0,5,55753666,55760899,CTC-236F12.4
0,5,55807499,55807614,LOC101928448
0,5,55807499,55807614,AC022431.2
0,5,55809539,55809803,LOC101928448
0,5,55809539,55809803,AC022431.2
0,5,55828859,55829033,LOC101928448
0,5,55828859,55829033,AC022431.2
0,5,55830907,55831106,LOC101928448
0,5,55830907,55831106,AC022431.2
0,5,55851918,55852050,LOC101928448
0,5,55851918,55852050,AC022431.2
0,5,56111351,56189558,MAP3K1
0,5,56205423,56212780,SETD9
0,5,56218905,56219463,MIER3
0,5,56218905,56219463,NM_001297598
0,5,56218905,56219463,NM_001297599
0,5,56219468,56219920,MIER3
0,5,56219468,56219920,NM_001297598
0,5,56219468,56219920,NM_001297599
0,5,56221110,56221214,SETD9
0,5,56224544,56224739,MIER3
0,5,56224544,56224739,NM_001297598
0,5,56224544,56224739,NM_001297599
0,5,56226441,56226623,MIER3
0,5,56226441,56226623,NM_001297598
0,5,56226441,56226623,NM_001297599
0,5,56229024,56229276,MIER3
0,5,56229024,56229276,NM_001297598
0,5,56229024,56229276,NM_001297599
0,5,56231205,56231378,MIER3
0,5,56231205,56231378,NM_001297598
0,5,56231205,56231378,NM_001297599
0,5,56231443,56231629,MIER3
0,5,56231443,56231629,NM_001297598
0,5,56231443,56231629,NM_001297599
0,5,56233355,56233576,MIER3
0,5,56233355,56233576,NM_001297598
0,5,56233355,56233576,NM_001297599
0,5,56234073,56234895,MIER3
0,5,56234660,56234895,NM_001297598
0,5,56234660,56234895,NM_001297599
0,5,56242703,56242964,MIER3
0,5,56242703,56242964,NM_001297598
0,5,56242703,56242964,NM_001297599
0,5,56246405,56246530,MIER3
0,5,56246405,56246530,NM_001297598
0,5,56246405,56246530,NM_001297599
0,5,56247871,56247980,MIER3
0,5,56247871,56247980,NM_001297598
0,5,56247871,56247980,NM_001297599
0,5,56255163,56255294,MIER3
0,5,56509908,56558630,GPBP1
0,5,56777354,56778585,ACTBL2
0,5,57750360,57755837,PLK2
0,5,57790314,57790888,GAPT
0,5,57838131,57854087,CTD-2117L12.1
0,5,57878986,58147229,RAB3C
0,5,58270441,59481476,PDE4D
0,5,59726515,59726990,FKSG52
0,5,59893530,59995971,DEPDC1B
0,5,60050401,60050711,NM_001297617
0,5,60050401,60050711,NM_001297618
0,5,60050401,60050711,ELOVL7
0,5,60053286,60053523,NM_001297617
0,5,60053286,60053523,NM_001297618
0,5,60053286,60053523,ELOVL7
0,5,60060004,60060210,NM_001297617
0,5,60060004,60060210,NM_001297618
0,5,60060004,60060210,ELOVL7
0,5,60062351,60062508,NM_001297617
0,5,60062351,60062508,NM_001297618
0,5,60062351,60062508,ELOVL7
0,5,60063600,60063781,NM_001297617
0,5,60063600,60063781,NM_001297618
0,5,60063600,60064568,ELOVL7
0,5,60067680,60067971,NM_001297617
0,5,60067680,60067971,ELOVL7
0,5,60079871,60079996,NM_001297617
0,5,60079871,60083275,ELOVL7
0,5,60170392,60240886,ERCC8
0,5,60241033,60394910,NDUFAF2
0,5,60411488,60411813,AC008498.1
0,5,60448481,60448833,NDUFAF2
0,5,60455724,60456049,SMIM15
0,5,60628050,60840195,ZSWIM6
0,5,60939141,60999911,C5orf64
0,5,61602250,61681447,KIF2A
0,5,61684787,61699650,DIMT1
0,5,61714791,61802235,IPO11
0,5,61808020,61808360,CKS1B
0,5,61811165,61877185,IPO11
0,5,61875178,61877185,LRRC70
0,5,61887354,61923196,IPO11
0,5,63256228,63257597,HTR1A
0,5,63496585,63665692,RNF180
0,5,63802402,63905130,RGS7BP
0,5,63986401,64013900,FAM159B
0,5,64020161,64064395,SREK1IP1
0,5,64064924,64065066,NM_001297645
0,5,64064924,64065066,CWC27
0,5,64064924,64065066,NM_001297644
0,5,64070468,64070665,NM_001297645
0,5,64070468,64070665,CWC27
0,5,64070468,64070665,NM_001297644
0,5,64077698,64077911,NM_001297645
0,5,64077698,64077911,CWC27
0,5,64077698,64077911,NM_001297644
0,5,64079613,64079857,NM_001297645
0,5,64079613,64079857,CWC27
0,5,64079613,64079857,NM_001297644
0,5,64081258,64081457,NM_001297645
0,5,64081258,64081457,CWC27
0,5,64081258,64081457,NM_001297644
0,5,64082301,64082505,NM_001297645
0,5,64082301,64082505,CWC27
0,5,64082301,64082505,NM_001297644
0,5,64084728,64084898,NM_001297645
0,5,64084728,64084898,CWC27
0,5,64084728,64084898,NM_001297644
0,5,64096025,64096205,NM_001297645
0,5,64096025,64096205,CWC27
0,5,64096025,64096205,NM_001297644
0,5,64097079,64097210,NM_001297645
0,5,64097079,64097210,CWC27
0,5,64097079,64097210,NM_001297644
0,5,64100006,64100264,NM_001297645
0,5,64100006,64100264,CWC27
0,5,64100006,64100264,NM_001297644
0,5,64103376,64103684,NM_001297645
0,5,64103376,64181424,CWC27
0,5,64181220,64181424,NM_001297644
0,5,64267480,64267690,CWC27
0,5,64267480,64267690,NM_001297644
0,5,64272912,64314199,CWC27
0,5,64313936,64314199,NM_001297644
0,5,64447613,64769551,ADAMTS6
0,5,64814252,64857389,CENPK
0,5,64859088,64883274,PPWD1
0,5,64886076,64920152,TRIM23
0,5,64920838,64920984,TRAPPC13
0,5,64925365,64926218,CTC-534A2.2
0,5,64931078,64960489,TRAPPC13
0,5,64966023,65016685,SGTB
0,5,65018151,65167350,NLN
0,5,65288497,65374409,ERBB2IP
0,5,65440155,65474747,SREK1
0,5,65892434,66300964,MAST4
0,5,66300772,66300964,NM_001297651
0,5,66350182,66350371,MAST4
0,5,66350182,66350371,NM_001297651
0,5,66385940,66386110,MAST4
0,5,66385940,66386110,NM_001297651
0,5,66389935,66391554,MAST4
0,5,66391366,66391554,NM_001297651
0,5,66396213,66396471,MAST4
0,5,66396213,66396471,NM_001297651
0,5,66398285,66398490,MAST4
0,5,66398285,66398490,NM_001297651
0,5,66400144,66400454,MAST4
0,5,66400144,66400454,NM_001297651
0,5,66405876,66406078,MAST4
0,5,66405876,66406078,NM_001297651
0,5,66409865,66410127,MAST4
0,5,66409865,66410127,NM_001297651
0,5,66414460,66414628,MAST4
0,5,66414460,66414628,NM_001297651
0,5,66416795,66416981,MAST4
0,5,66416795,66416981,NM_001297651
0,5,66425988,66426297,MAST4
0,5,66425988,66426297,NM_001297651
0,5,66427591,66427830,MAST4
0,5,66427591,66427830,NM_001297651
0,5,66429292,66429525,MAST4
0,5,66429292,66429525,NM_001297651
0,5,66430301,66430567,MAST4
